Communes,code_ofs,district_electoral,liste_eag_2022,statut_comparaison,bulletins_2022,voix_eag_2022,part_eag_2022,bulletins_2026,voix_raboud_2026,part_raboud_2026,diff_part,ratio_part,voix_raboud_base_2022,diff_voix,effet_participation,effet_performance,dim1,particip_moy
Savigny,5611,Lavaux-Oron,TRUE,progression,828,2,0.0024154589371980675,1266,89,0.0703001579778831,0.06788469904068503,29.104265402843602,58.208530805687204,87,30.791469194312796,56.208530805687204,0.8323536459695636,0.5822194603661175
Servion,5799,Lavaux-Oron,TRUE,progression,409,1,0.0024449877750611247,729,42,0.05761316872427984,0.055168180949218715,23.563786008230455,23.563786008230455,41,18.43621399176955,22.563786008230455,1.0263641762765816,0.5521267118584584
Aclens,5621,Morges,FALSE,sans liste 2022,117,0,0,187,16,0.0855614973262032,0.0855614973262032,NA,10.010695187165775,16,5.9893048128342246,10.010695187165775,-0.2621534605703222,0.5300635332462013
Allaman,5851,Morges,FALSE,sans liste 2022,98,0,0,147,13,0.08843537414965986,0.08843537414965986,NA,8.666666666666666,13,4.333333333333333,8.666666666666666,0.520460648221126,0.5427777355141372
Aubonne,5422,Morges,FALSE,sans liste 2022,719,0,0,1187,78,0.06571187868576242,0.06571187868576242,NA,47.24684077506318,78,30.753159224936812,47.24684077506318,0.6104326443511122,0.527258824428703
Ballens,5423,Morges,FALSE,sans liste 2022,148,0,0,245,13,0.053061224489795916,0.053061224489795916,NA,7.853061224489796,13,5.146938775510204,7.853061224489796,-0.06030394210349389,0.582531278258745
Berolle,5424,Morges,FALSE,sans liste 2022,73,0,0,122,8,0.06557377049180328,0.06557377049180328,NA,4.786885245901639,8,3.2131147540983607,4.786885245901639,0.9972814785847596,0.5800474898236092
Bière,5425,Morges,FALSE,sans liste 2022,298,0,0,434,28,0.06451612903225806,0.06451612903225806,NA,19.225806451612904,28,8.774193548387096,19.225806451612904,-1.8519275208486652,0.48700394196824115
Bougy-Villars,5426,Morges,FALSE,sans liste 2022,98,0,0,168,9,0.05357142857142857,0.05357142857142857,NA,5.25,9,3.75,5.25,-1.6310895739296043,0.584749775807898
Bremblens,5622,Morges,FALSE,sans liste 2022,140,0,0,220,12,0.05454545454545454,0.05454545454545454,NA,7.636363636363636,12,4.363636363636363,7.636363636363636,-1.0960311124107525,0.5905877589352725
Buchillon,5623,Morges,FALSE,sans liste 2022,172,0,0,256,20,0.078125,0.078125,NA,13.4375,20,6.5625,13.4375,-1.1821525849303811,0.6200974397314466
Chavannes-le-Veyron,5475,Morges,FALSE,sans liste 2022,56,0,0,86,6,0.06976744186046512,0.06976744186046512,NA,3.9069767441860463,6,2.0930232558139537,3.9069767441860463,0.18659504684571382,0.686868686868687
Chevilly,5476,Morges,FALSE,sans liste 2022,82,0,0,153,8,0.05228758169934641,0.05228758169934641,NA,4.287581699346405,8,3.712418300653595,4.287581699346405,-0.5611770666143185,0.577827592244893
Chigny,5628,Morges,FALSE,sans liste 2022,86,0,0,163,9,0.05521472392638037,0.05521472392638037,NA,4.748466257668712,9,4.251533742331288,4.748466257668712,0.9513258953986626,0.5844659547643526
Clarmont,5629,Morges,FALSE,sans liste 2022,46,0,0,78,2,0.02564102564102564,0.02564102564102564,NA,1.1794871794871795,2,0.8205128205128205,1.1794871794871795,-0.4705036881511813,0.5116234145011124
Cossonay,5477,Morges,FALSE,sans liste 2022,829,0,0,1478,104,0.07036535859269283,0.07036535859269283,NA,58.332882273342356,104,45.667117726657644,58.332882273342356,1.6303121777586809,0.5250406032461377
Cuarnens,5479,Morges,FALSE,sans liste 2022,121,0,0,238,15,0.06302521008403361,0.06302521008403361,NA,7.626050420168067,15,7.373949579831932,7.626050420168067,-1.1732043369477028,0.5510473588342442
Denens,5631,Morges,FALSE,sans liste 2022,200,0,0,297,22,0.07407407407407407,0.07407407407407407,NA,14.814814814814813,22,7.185185185185185,14.814814814814813,0.15611757004045113,0.6142781319802726
Denges,5632,Morges,FALSE,sans liste 2022,318,0,0,481,42,0.08731808731808732,0.08731808731808732,NA,27.76715176715177,42,14.232848232848234,27.76715176715177,3.2734766249154545,0.5445753190151076
Dizy,5481,Morges,FALSE,sans liste 2022,65,0,0,106,5,0.04716981132075472,0.04716981132075472,NA,3.066037735849057,5,1.9339622641509435,3.066037735849057,3.184255247418684,0.5691345914280456
Echandens,5633,Morges,FALSE,sans liste 2022,585,0,0,887,56,0.06313416009019165,0.06313416009019165,NA,36.93348365276212,56,19.06651634723788,36.93348365276212,0.30291540482481477,0.5247762568925013
Echichens,5634,Morges,FALSE,sans liste 2022,716,0,0,1140,44,0.03859649122807018,0.03859649122807018,NA,27.635087719298248,44,16.364912280701756,27.635087719298248,0.18451994056684334,0.5752627710755921
Eclépens,5482,Morges,FALSE,sans liste 2022,252,0,0,364,22,0.06043956043956044,0.06043956043956044,NA,15.230769230769232,22,6.769230769230769,15.230769230769232,0.5848625575722314,0.5734068040360348
Etoy,5636,Morges,FALSE,sans liste 2022,464,0,0,914,71,0.07768052516411379,0.07768052516411379,NA,36.0437636761488,71,34.95623632385121,36.0437636761488,1.4014797604906366,0.5519536856956698
Ferreyres,5483,Morges,FALSE,sans liste 2022,94,0,0,137,7,0.051094890510948905,0.051094890510948905,NA,4.802919708029197,7,2.197080291970803,4.802919708029197,2.878431930997539,0.584124109859404
Féchy,5427,Morges,FALSE,sans liste 2022,225,0,0,289,10,0.03460207612456748,0.03460207612456748,NA,7.785467128027682,10,2.2145328719723185,7.785467128027682,-1.269795961708684,0.5968665867939105
Gimel,5428,Morges,FALSE,sans liste 2022,356,0,0,573,31,0.05410122164048865,0.05410122164048865,NA,19.26003490401396,31,11.739965095986038,19.26003490401396,0.07379989360962562,0.4955043574924167
Gollion,5484,Morges,FALSE,sans liste 2022,232,0,0,388,25,0.06443298969072164,0.06443298969072164,NA,14.948453608247421,25,10.051546391752577,14.948453608247421,0.293121035916119,0.5554193525523023
Grancy,5485,Morges,FALSE,sans liste 2022,118,0,0,206,8,0.038834951456310676,0.038834951456310676,NA,4.58252427184466,8,3.4174757281553396,4.58252427184466,-1.472244891331062,0.5591777429126826
Hautemorges,5656,Morges,FALSE,sans liste 2022,955,0,0,1617,84,0.05194805194805195,0.05194805194805195,NA,49.61038961038961,84,34.38961038961039,49.61038961038961,0.5549689369505246,0.5466288493961085
L'Isle,5486,Morges,FALSE,sans liste 2022,227,0,0,413,28,0.06779661016949153,0.06779661016949153,NA,15.389830508474576,28,12.610169491525424,15.389830508474576,0.46904430468031655,0.5256296605308443
La Chaux (Cossonay),5474,Morges,FALSE,sans liste 2022,100,0,0,180,9,0.05,0.05,NA,5,9,4,5,0.3055246167715526,0.49864146704655143
La Sarraz,5498,Morges,FALSE,sans liste 2022,422,0,0,659,71,0.10773899848254932,0.10773899848254932,NA,45.46585735963581,71,25.53414264036419,45.46585735963581,3.4548873165105007,0.47626786632126783
Lavigny,5637,Morges,FALSE,sans liste 2022,196,0,0,358,16,0.0446927374301676,0.0446927374301676,NA,8.759776536312849,16,7.240223463687151,8.759776536312849,-0.07025239727780422,0.5635025540345773
Lonay,5638,Morges,FALSE,sans liste 2022,553,0,0,896,50,0.05580357142857143,0.05580357142857143,NA,30.859375,50,19.140625,30.859375,0.4043179948728278,0.5332451605778383
Lully VD,5639,Morges,FALSE,sans liste 2022,187,0,0,319,19,0.05956112852664577,0.05956112852664577,NA,11.137931034482758,19,7.862068965517241,11.137931034482758,1.2000561864669304,0.6240209537385762
Lussy-sur-Morges,5640,Morges,FALSE,sans liste 2022,183,0,0,276,19,0.06884057971014493,0.06884057971014493,NA,12.597826086956522,19,6.4021739130434785,12.597826086956522,2.13771798482006,0.6051615499424018
Mauraz,5488,Morges,FALSE,sans liste 2022,20,0,0,29,3,0.10344827586206896,0.10344827586206896,NA,2.0689655172413794,3,0.9310344827586207,2.0689655172413794,4.286217842902305,0.6737603305785123
Moiry VD,5490,Morges,FALSE,sans liste 2022,104,0,0,143,17,0.11888111888111888,0.11888111888111888,NA,12.363636363636363,17,4.636363636363637,12.363636363636363,5.213452430919119,0.6046620349242818
Mollens VD,5431,Morges,FALSE,sans liste 2022,73,0,0,135,6,0.044444444444444446,0.044444444444444446,NA,3.2444444444444445,6,2.7555555555555555,3.2444444444444445,-0.08383946782217677,0.5532082740875456
Mont-la-Ville,5491,Morges,FALSE,sans liste 2022,113,0,0,189,11,0.0582010582010582,0.0582010582010582,NA,6.576719576719577,11,4.423280423280423,6.576719576719577,-0.40409048054975516,0.5351767742419217
Montricher,5492,Morges,FALSE,sans liste 2022,249,0,0,411,27,0.06569343065693431,0.06569343065693431,NA,16.357664233576642,27,10.642335766423358,16.357664233576642,-1.282044315777929,0.5778720050812172
Morges,5642,Morges,FALSE,sans liste 2022,2943,0,0,4454,352,0.07903008531656938,0.07903008531656938,NA,232.58554108666368,352,119.41445891333633,232.58554108666368,3.1051398399416845,0.5178362233228204
Orny,5493,Morges,FALSE,sans liste 2022,98,0,0,182,23,0.12637362637362637,0.12637362637362637,NA,12.384615384615383,23,10.615384615384615,12.384615384615383,3.3183510391759103,0.5213133775892018
Pompaples,5497,Morges,FALSE,sans liste 2022,148,0,0,267,15,0.056179775280898875,0.056179775280898875,NA,8.314606741573034,15,6.685393258426966,8.314606741573034,-0.24786044283523473,0.5197364715125371
Préverenges,5643,Morges,FALSE,sans liste 2022,895,0,0,1469,90,0.06126616746085772,0.06126616746085772,NA,54.83321987746766,90,35.16678012253233,54.83321987746766,2.221199213160927,0.5246995681951808
Romanel-sur-Morges,5645,Morges,FALSE,sans liste 2022,135,0,0,207,12,0.057971014492753624,0.057971014492753624,NA,7.826086956521739,12,4.173913043478261,7.826086956521739,-1.5574354676238882,0.5781049197182139
Saint-Livres,5435,Morges,FALSE,sans liste 2022,160,0,0,266,13,0.04887218045112782,0.04887218045112782,NA,7.819548872180451,13,5.180451127819548,7.819548872180451,0.39081117163529566,0.5752413168721655
Saint-Oyens,5436,Morges,FALSE,sans liste 2022,91,0,0,159,11,0.06918238993710692,0.06918238993710692,NA,6.29559748427673,11,4.70440251572327,6.29559748427673,0.2990613604487928,0.6708892313283684
Saint-Prex,5646,Morges,FALSE,sans liste 2022,927,0,0,1601,89,0.055590256089943786,0.055590256089943786,NA,51.53216739537789,89,37.46783260462211,51.53216739537789,0.36676146879844507,0.5480246577372508
Saubraz,5437,Morges,FALSE,sans liste 2022,84,0,0,113,16,0.1415929203539823,0.1415929203539823,NA,11.893805309734514,16,4.106194690265487,11.893805309734514,1.8710211522311615,0.5278609201333977
Senarclens,5499,Morges,FALSE,sans liste 2022,115,0,0,177,5,0.02824858757062147,0.02824858757062147,NA,3.248587570621469,5,1.7514124293785311,3.248587570621469,-3.586119079715578,0.5325285865028409
Tolochenaz,5649,Morges,FALSE,sans liste 2022,350,0,0,567,41,0.07231040564373897,0.07231040564373897,NA,25.30864197530864,41,15.691358024691358,25.30864197530864,1.202868266816316,0.49106293324520295
Vaux-sur-Morges,5650,Morges,FALSE,sans liste 2022,60,0,0,95,5,0.05263157894736842,0.05263157894736842,NA,3.1578947368421053,5,1.8421052631578947,3.1578947368421053,1.0944369110888064,0.6815215549953922
Villars-sous-Yens,5652,Morges,FALSE,sans liste 2022,130,0,0,233,20,0.08583690987124463,0.08583690987124463,NA,11.158798283261802,20,8.841201716738198,11.158798283261802,1.317401433171641,0.5936356546373162
Vufflens-le-Château,5653,Morges,FALSE,sans liste 2022,238,0,0,373,10,0.02680965147453083,0.02680965147453083,NA,6.380697050938338,10,3.6193029490616624,6.380697050938338,-1.6148164936667453,0.6642613991745985
Vullierens,5654,Morges,FALSE,sans liste 2022,139,0,0,264,4,0.015151515151515152,0.015151515151515152,NA,2.106060606060606,4,1.893939393939394,2.106060606060606,-1.128561418229875,0.5721790396798522
Yens,5655,Morges,FALSE,sans liste 2022,326,0,0,504,25,0.0496031746031746,0.0496031746031746,NA,16.17063492063492,25,8.829365079365079,16.17063492063492,-0.21062378202743803,0.569068635811821
Arnex-sur-Nyon,5701,Nyon,FALSE,sans liste 2022,38,0,0,82,3,0.036585365853658534,0.036585365853658534,NA,1.3902439024390243,3,1.6097560975609755,1.3902439024390243,-0.9699744908434464,0.4733338659332006
Arzier - Le Muids,5702,Nyon,FALSE,sans liste 2022,498,0,0,955,48,0.050261780104712044,0.050261780104712044,NA,25.030366492146598,48,22.969633507853406,25.030366492146598,-0.9421494164713999,0.6058534466588015
Bassins,5703,Nyon,FALSE,sans liste 2022,313,0,0,497,26,0.052313883299798795,0.052313883299798795,NA,16.37424547283702,26,9.625754527162979,16.37424547283702,0.34448184263336507,0.5845183244475295
Begnins,5704,Nyon,FALSE,sans liste 2022,314,0,0,583,44,0.07547169811320754,0.07547169811320754,NA,23.69811320754717,44,20.30188679245283,23.69811320754717,-0.1328719314358594,0.5186752397778586
Bogis-Bossey,5705,Nyon,FALSE,sans liste 2022,128,0,0,259,22,0.08494208494208494,0.08494208494208494,NA,10.872586872586872,22,11.127413127413128,10.872586872586872,0.03713454833086473,0.5721985223230767
Borex,5706,Nyon,FALSE,sans liste 2022,224,0,0,336,23,0.06845238095238096,0.06845238095238096,NA,15.333333333333336,23,7.666666666666668,15.333333333333336,0.13212309671784944,0.570788887141741
Bursinel,5852,Nyon,FALSE,sans liste 2022,84,0,0,157,11,0.07006369426751592,0.07006369426751592,NA,5.885350318471337,11,5.114649681528662,5.885350318471337,-1.96008183532379,0.5652019615735547
Bursins,5853,Nyon,FALSE,sans liste 2022,176,0,0,252,11,0.04365079365079365,0.04365079365079365,NA,7.682539682539682,11,3.317460317460317,7.682539682539682,0.5977403986652823,0.5478564772160633
Burtigny,5854,Nyon,FALSE,sans liste 2022,90,0,0,139,7,0.050359712230215826,0.050359712230215826,NA,4.532374100719425,7,2.4676258992805753,4.532374100719425,0.22580565549753048,0.5680936764709066
Chavannes-de-Bogis,5707,Nyon,FALSE,sans liste 2022,183,0,0,277,14,0.05054151624548736,0.05054151624548736,NA,9.249097472924188,14,4.750902527075812,9.249097472924188,-2.18035162402152,0.5177710091371991
Chavannes-des-Bois,5708,Nyon,FALSE,sans liste 2022,140,0,0,248,5,0.020161290322580645,0.020161290322580645,NA,2.82258064516129,5,2.1774193548387095,2.82258064516129,-0.9231638557050043,0.5778770536537068
Chéserex,5709,Nyon,FALSE,sans liste 2022,268,0,0,438,23,0.05251141552511415,0.05251141552511415,NA,14.073059360730593,23,8.926940639269406,14.073059360730593,-1.5171708055943638,0.5796903389560094
Coinsins,5710,Nyon,FALSE,sans liste 2022,109,0,0,167,6,0.03592814371257485,0.03592814371257485,NA,3.9161676646706587,6,2.0838323353293413,3.9161676646706587,-1.8244854874926542,0.5503388802457074
Commugny,5711,Nyon,FALSE,sans liste 2022,396,0,0,746,29,0.0388739946380697,0.0388739946380697,NA,15.394101876675602,29,13.605898123324396,15.394101876675602,-0.9416492984913915,0.5669185418719289
Coppet,5712,Nyon,FALSE,sans liste 2022,510,0,0,898,24,0.026726057906458798,0.026726057906458798,NA,13.630289532293986,24,10.369710467706014,13.630289532293986,-1.3557976055423238,0.5135704776968261
Crans,5713,Nyon,FALSE,sans liste 2022,417,0,0,718,28,0.03899721448467967,0.03899721448467967,NA,16.261838440111422,28,11.73816155988858,16.261838440111422,-1.7369757577148097,0.5849882014438365
Crassier,5714,Nyon,FALSE,sans liste 2022,253,0,0,380,31,0.08157894736842106,0.08157894736842106,NA,20.63947368421053,31,10.360526315789475,20.63947368421053,0.1519624059232466,0.5570754877329585
Duillier,5715,Nyon,FALSE,sans liste 2022,204,0,0,359,16,0.04456824512534819,0.04456824512534819,NA,9.09192200557103,16,6.908077994428969,9.09192200557103,-0.4981321639591822,0.583548080862052
Dully,5855,Nyon,FALSE,sans liste 2022,130,0,0,206,7,0.03398058252427184,0.03398058252427184,NA,4.41747572815534,7,2.58252427184466,4.41747572815534,-1.609404973571417,0.5681458822990129
Essertines-sur-Rolle,5856,Nyon,FALSE,sans liste 2022,154,0,0,260,11,0.04230769230769231,0.04230769230769231,NA,6.515384615384615,11,4.484615384615385,6.515384615384615,-1.6059931613958083,0.6042647899466784
Eysins,5716,Nyon,FALSE,sans liste 2022,257,0,0,480,37,0.07708333333333334,0.07708333333333334,NA,19.81041666666667,37,17.189583333333335,19.81041666666667,-0.2553995636501521,0.5760895065240939
Founex,5717,Nyon,FALSE,sans liste 2022,517,0,0,983,55,0.05595116988809766,0.05595116988809766,NA,28.92675483214649,55,26.07324516785351,28.92675483214649,-0.7729975644061224,0.583780241054149
Genolier,5718,Nyon,FALSE,sans liste 2022,416,0,0,683,16,0.02342606149341142,0.02342606149341142,NA,9.745241581259151,16,6.254758418740849,9.745241581259151,-1.3650737036125902,0.6051336434109721
Gilly,5857,Nyon,FALSE,sans liste 2022,277,0,0,434,17,0.03917050691244239,0.03917050691244239,NA,10.850230414746543,17,6.1497695852534555,10.850230414746543,-1.335660847115875,0.5731392482436372
Gingins,5719,Nyon,FALSE,sans liste 2022,240,0,0,418,32,0.07655502392344497,0.07655502392344497,NA,18.373205741626794,32,13.626794258373206,18.373205741626794,-0.9529052049496569,0.5855234322167671
Givrins,5720,Nyon,FALSE,sans liste 2022,267,0,0,414,22,0.05314009661835749,0.05314009661835749,NA,14.18840579710145,22,7.811594202898551,14.18840579710145,0.2395852730938524,0.6006840950314016
Gland,5721,Nyon,FALSE,sans liste 2022,1783,0,0,3270,197,0.06024464831804281,0.06024464831804281,NA,107.41620795107033,197,89.58379204892967,107.41620795107033,0.6154389740271478,0.507280614609144
Grens,5722,Nyon,FALSE,sans liste 2022,88,0,0,158,12,0.0759493670886076,0.0759493670886076,NA,6.6835443037974684,12,5.3164556962025316,6.6835443037974684,2.127610241871655,0.5941821465077279
La Rippe,5726,Nyon,FALSE,sans liste 2022,199,0,0,390,21,0.05384615384615385,0.05384615384615385,NA,10.715384615384616,21,10.284615384615385,10.715384615384616,-0.32645314391358843,0.5654000640171835
Le Vaud,5731,Nyon,FALSE,sans liste 2022,301,0,0,499,27,0.05410821643286573,0.05410821643286573,NA,16.286573146292586,27,10.713426853707414,16.286573146292586,5.03393081584671,0.3713619473806225
Longirod,5429,Nyon,FALSE,sans liste 2022,114,0,0,207,15,0.07246376811594203,0.07246376811594203,NA,8.260869565217392,15,6.739130434782609,8.260869565217392,0.28879444345282435,0.5389123645777811
Luins,5858,Nyon,FALSE,sans liste 2022,106,0,0,182,6,0.03296703296703297,0.03296703296703297,NA,3.4945054945054945,6,2.5054945054945055,3.4945054945054945,-2.4333612130620503,0.5530675251290669
Marchissy,5430,Nyon,FALSE,sans liste 2022,112,0,0,192,14,0.07291666666666667,0.07291666666666667,NA,8.166666666666668,14,5.833333333333334,8.166666666666668,-0.2289531191474321,0.5696511996360062
Mies,5723,Nyon,FALSE,sans liste 2022,291,0,0,457,29,0.06345733041575492,0.06345733041575492,NA,18.466083150984684,29,10.533916849015316,18.466083150984684,-0.8430263369748406,0.5484241710229605
Mont-sur-Rolle,5859,Nyon,FALSE,sans liste 2022,429,0,0,716,39,0.05446927374301676,0.05446927374301676,NA,23.36731843575419,39,15.632681564245809,23.36731843575419,-0.030791000823373233,0.5267301841459946
Nyon,5724,Nyon,FALSE,sans liste 2022,2918,0,0,5247,421,0.08023632551934438,0.08023632551934438,NA,234.12959786544693,421,186.87040213455307,234.12959786544693,3.242022257130385,0.48882496789083907
Perroy,5860,Nyon,FALSE,sans liste 2022,273,0,0,507,30,0.05917159763313609,0.05917159763313609,NA,16.153846153846153,30,13.846153846153845,16.153846153846153,-1.0381673966928717,0.5753901371617949
Prangins,5725,Nyon,FALSE,sans liste 2022,711,0,0,1274,67,0.05259026687598116,0.05259026687598116,NA,37.391679748822604,67,29.608320251177393,37.391679748822604,1.0242008389505861,0.5907505550431509
Rolle,5861,Nyon,FALSE,sans liste 2022,891,0,0,1567,97,0.06190172303765156,0.06190172303765156,NA,55.15443522654754,97,41.84556477345245,55.15443522654754,1.4534150842958025,0.5038433255476943
Saint-Cergue,5727,Nyon,FALSE,sans liste 2022,316,0,0,832,47,0.056490384615384616,0.056490384615384616,NA,17.85096153846154,47,29.149038461538463,17.85096153846154,0.49489755750444864,0.47271776596831294
Saint-George,5434,Nyon,FALSE,sans liste 2022,233,0,0,364,26,0.07142857142857142,0.07142857142857142,NA,16.642857142857142,26,9.357142857142856,16.642857142857142,0.7668561286759094,0.5303933587620039
Signy-Avenex,5728,Nyon,FALSE,sans liste 2022,112,0,0,187,10,0.053475935828877004,0.053475935828877004,NA,5.9893048128342246,10,4.0106951871657754,5.9893048128342246,-2.2091238993043536,0.5464474645674295
Tannay,5729,Nyon,FALSE,sans liste 2022,290,0,0,547,27,0.04936014625228519,0.04936014625228519,NA,14.314442413162705,27,12.685557586837295,14.314442413162705,-1.184488490362031,0.5985123738118003
Tartegnin,5862,Nyon,FALSE,sans liste 2022,61,0,0,100,9,0.09,0.09,NA,5.49,9,3.51,5.49,-4.233980591573036,0.5529272459477592
Trélex,5730,Nyon,FALSE,sans liste 2022,352,0,0,569,20,0.0351493848857645,0.0351493848857645,NA,12.372583479789105,20,7.627416520210897,12.372583479789105,-0.5207607876138504,0.6337379094054916
Vich,5732,Nyon,FALSE,sans liste 2022,166,0,0,302,14,0.046357615894039736,0.046357615894039736,NA,7.695364238410596,14,6.304635761589404,7.695364238410596,-0.3056020758679826,0.55812000107531
Vinzel,5863,Nyon,FALSE,sans liste 2022,101,0,0,152,9,0.05921052631578947,0.05921052631578947,NA,5.980263157894736,9,3.019736842105263,5.980263157894736,-1.4997894611195637,0.5914077483697737
Bussigny,5624,Ouest lausannois,TRUE,progression,1401,68,0.04853675945753034,2639,223,0.08450170519136037,0.03596494573383003,1.7409836613690568,118.38688897309588,155,104.61311102690414,50.38688897309587,2.6293556576309594,0.47598579762984267
Chavannes-près-Renens,5627,Ouest lausannois,TRUE,stable,700,75,0.10714285714285714,1393,162,0.11629576453697056,0.009152907394113424,1.085427135678392,81.40703517587939,87,80.5929648241206,6.407035175879397,5.708448881528877,0.36020807334405264
Crissier,5583,Ouest lausannois,TRUE,progression,971,69,0.07106076210092688,2060,183,0.08883495145631068,0.0177741893553838,1.2501266357112706,86.25873786407767,114,96.74126213592233,17.25873786407767,2.854534773891054,0.42410571335133723
Ecublens VD,5635,Ouest lausannois,TRUE,progression,1631,64,0.03923973022685469,2629,195,0.07417268923545074,0.034932959008596054,1.89024462723469,120.97565614302016,131,74.02434385697984,56.97565614302017,2.7339292145188927,0.46267704730277964
Prilly,5589,Ouest lausannois,TRUE,progression,1674,112,0.06690561529271206,2664,284,0.1066066066066066,0.03970099131389454,1.5933880308880308,178.45945945945945,172,105.54054054054053,66.45945945945947,4.7156581658589305,0.46052019049015086
Renens VD,5591,Ouest lausannois,TRUE,recul,2154,384,0.17827298050139276,3445,435,0.1262699564586357,-0.05200302404275706,0.7082955370101597,271.9854862119013,51,163.0145137880987,-112.0145137880987,5.9765982022208135,0.39480298400687724
Saint-Sulpice,5648,Ouest lausannois,TRUE,progression,853,29,0.03399765533411489,1366,83,0.06076134699853587,0.026763691664420983,1.787221689301762,51.8294289897511,54,31.170571010248903,22.829428989751097,0.12471620754565672,0.6174761260366995
Villars-Sainte-Croix,5651,Ouest lausannois,TRUE,stable,169,11,0.0650887573964497,273,18,0.06593406593406594,8.453085376162323e-4,1.012987012987013,11.142857142857142,7,6.857142857142858,0.14285714285714324,-0.8762441000267261,0.49147148899672777
Blonay - Saint-Légier,5892,Riviera,TRUE,recul,2601,131,0.050365244136870435,4366,173,0.039624370132844706,-0.010740874004025729,0.7867403566070922,103.06298671552908,42,69.93701328447091,-27.937013284470922,-0.14999928134235976,0.5715260907069065
Chardonne,5882,Riviera,TRUE,stable,727,55,0.07565337001375516,1240,82,0.06612903225806452,-0.009524337755690643,0.8741055718475074,48.075806451612905,27,33.924193548387095,-6.924193548387097,0.6308191885331581,0.5710519781130674
Château-d'Oex,5841,Pays-d'Enhaut,FALSE,sans liste 2022,819,0,0,1084,30,0.027675276752767528,0.027675276752767528,NA,22.666051660516604,30,7.333948339483395,22.666051660516604,-3.431691945110838,0.47632379351129006
Corseaux,5883,Riviera,TRUE,stable,610,34,0.05573770491803279,844,55,0.06516587677725119,0.009428171859218404,1.1691524951212713,39.75118483412323,21,15.24881516587678,5.751184834123226,0.131103915839974,0.6086975666148191
Corsier-sur-Vevey,5884,Riviera,TRUE,recul,629,61,0.09697933227344992,979,85,0.08682328907048008,-0.010156043202969839,0.8952762102513437,54.61184882533197,24,30.388151174668028,-6.388151174668029,2.183812050362043,0.5171921211430363
Jongny,5885,Riviera,TRUE,recul,388,24,0.061855670103092786,651,30,0.04608294930875576,-0.015772720794337024,0.7450076804915514,17.880184331797235,6,12.119815668202765,-6.119815668202765,0.16387720076321427,0.6005217268481355
La Tour-de-Peilz,5889,Riviera,TRUE,stable,2411,205,0.085026959767731225,3908,297,0.07599795291709315,-0.00902900685063808,0.8938100706493248,183.23106448311157,92,113.76893551688843,-21.768935516888412,2.8664244552372953,0.5476144955370108
Montreux,5886,Riviera,TRUE,stable,3456,243,0.0703125,5429,341,0.06281083072389022,-0.007501669276109776,0.8933095925175498,217.0742309817646,98,123.92576901823541,-25.925769018235385,1.6635043111624312,0.4663975249916474
Rossinière,5842,Pays-d'Enhaut,FALSE,sans liste 2022,132,0,0,196,4,0.02040816326530612,0.02040816326530612,NA,2.693877551020408,4,1.3061224489795917,2.693877551020408,-2.810990418367069,0.4477108586240104
Rougemont,5843,Pays-d'Enhaut,FALSE,sans liste 2022,142,0,0,210,1,0.004761904761904762,0.004761904761904762,NA,0.6761904761904762,1,0.3238095238095238,0.6761904761904762,-5.70266146734217,0.4055528740825713
Vevey,5890,Riviera,TRUE,recul,2884,698,0.2420249653259362,4782,827,0.17294019238812214,-0.06908477293781407,0.71455517886439,498.75951484734424,129,328.2404851526558,-199.24048515265576,7.01959494142321,0.46079069957333585
Veytaux,5891,Riviera,TRUE,recul,157,14,0.08917197452229299,252,13,0.051587301587301584,-0.0375846729349914,0.578514739229025,8.099206349206348,-1,4.90079365079365,-5.90079365079365,1.0919906660842265,0.47142240169104455
