Communes,code_ofs,district_electoral,dim1,dim1_acp,dim2_acp,dim3_acp,effectif,liste_eag_2022,part_eag_2022,part_gauche_2022,part_ps_verts,raboud_voix,part_raboud_2026,tendance_raboud,particip_moy,part_eag_cc,ecart,levier,part_manquante,voix_quorum,voix_siege,statut_district,marge_ecart,marge_raboud,marge_reservoir,marge_progression,source_marge,potentiel_commune,potentiel_district,score_district,score_priorite,score_marge,part_score_district,voix_a_trouver,voix_quorum_commune,profil,cluster,type_electorat,message_cle
Saubraz,5437,Morges,1.8710211522311615,1.8710211522311615,-0.9408188098856304,0.29427823462098607,84,FALSE,0,0.4166666666666667,0.4166666666666667,16,0.1415929203539823,0.1415929203539823,0.5278609201333977,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.1415929203539823,0.04166666666666667,0.1415929203539823,raboud_2026,11.893805309734514,1100.763106980972,1.2354243624926735,0.013348827508119545,0.15891461319189934,0.010805054452047613,10,10,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Senarclens,5499,Morges,-3.586119079715578,-3.586119079715578,-0.5413743241273291,0.6127375682962367,115,FALSE,0,0.2,0.2,5,0.02824858757062147,0.02824858757062147,0.5325285865028409,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.02824858757062147,0.020000000000000004,0.02824858757062147,raboud_2026,3.248587570621469,1100.763106980972,1.2354243624926735,0.0036460017627625916,0.03170436315445732,0.0029512140714192964,3,3,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Tolochenaz,5649,Morges,1.202868266816316,1.202868266816316,0.5916072814048517,0.15558408469228338,350,FALSE,0,0.4257142857142857,0.4257142857142857,41,0.07231040564373897,0.07231040564373897,0.49106293324520295,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.07231040564373897,0.04257142857142857,0.07231040564373897,raboud_2026,25.30864197530864,1100.763106980972,1.2354243624926735,0.02840476091504898,0.0811564597572828,0.022991906082973516,21,20,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Vaux-sur-Morges,5650,Morges,1.0944369110888064,1.0944369110888064,1.8311436876606093,1.001093490441518,60,FALSE,0,0.2,0.2,5,0.05263157894736842,0.05263157894736842,0.6815215549953922,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.05263157894736842,0.020000000000000004,0.05263157894736842,raboud_2026,3.1578947368421053,1100.763106980972,1.2354243624926735,0.0035442140705298606,0.059070234508831004,0.002868823198029559,3,3,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Villars-sous-Yens,5652,Morges,1.317401433171641,1.317401433171641,-0.43274207913329693,0.46145207922304876,130,FALSE,0,0.4230769230769231,0.4230769230769231,20,0.08583690987124463,0.08583690987124463,0.5936356546373162,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.08583690987124463,0.04230769230769231,0.08583690987124463,raboud_2026,11.158798283261802,1100.763106980972,1.2354243624926735,0.012523903797151294,0.09633772151654842,0.01013732946943206,10,9,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Vufflens-le-Château,5653,Morges,-1.6148164936667453,-1.6148164936667453,1.615037209148003,-0.3380357332559709,238,FALSE,0,0.25210084033613445,0.25210084033613445,10,0.02680965147453083,0.02680965147453083,0.6642613991745985,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.02680965147453083,0.025210084033613446,0.02680965147453083,raboud_2026,6.380697050938338,1100.763106980972,1.2354243624926735,0.007161276151445946,0.0300893955943107,0.005796612377788054,6,5,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Vullierens,5654,Morges,-1.128561418229875,-1.128561418229875,0.7121892416362865,-1.0415582691911447,139,FALSE,0,0.31654676258992803,0.31654676258992803,4,0.015151515151515152,0.015151515151515152,0.5721790396798522,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.015151515151515152,0.031654676258992806,0.031654676258992806,reservoir_ps_verts,4.4,1100.763106980972,1.2354243624926735,0.004938271604938272,0.03552713384847678,0.003997226989254519,4,4,report_gauche,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Yens,5655,Morges,-0.21062378202743803,-0.21062378202743803,0.6361738032793339,-1.3317726530827043,326,FALSE,0,0.29141104294478526,0.29141104294478526,25,0.0496031746031746,0.0496031746031746,0.569068635811821,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.0496031746031746,0.029141104294478526,0.0496031746031746,raboud_2026,16.17063492063492,1100.763106980972,1.2354243624926735,0.018148860741453336,0.05567135196764827,0.014690385985941705,14,13,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Arnex-sur-Nyon,5701,Nyon,-0.9699744908434464,-0.9699744908434464,1.6127663195930044,-0.5144824708656967,38,FALSE,0,0.21052631578947367,0.21052631578947367,3,0.036585365853658534,0.036585365853658534,0.4733338659332006,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.036585365853658534,0.021052631578947368,0.036585365853658534,raboud_2026,1.3902439024390243,961.2744183723482,1.1100166493907024,0.001605362473948065,0.04224638089337013,0.001446250806084091,2,2,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Arzier - Le Muids,5702,Nyon,-0.9421494164713999,-0.9421494164713999,0.7652087865132358,-0.1682512594279841,498,FALSE,0,0.23293172690763053,0.23293172690763053,48,0.050261780104712044,0.050261780104712044,0.6058534466588015,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.050261780104712044,0.023293172690763055,0.050261780104712044,raboud_2026,25.030366492146598,961.2744183723482,1.1100166493907024,0.02890342551056189,0.058039007049321065,0.026038731514907664,23,22,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bassins,5703,Nyon,0.34448184263336507,0.34448184263336507,0.8310182009573399,0.3343317882951289,313,FALSE,0,0.3610223642172524,0.3610223642172524,26,0.052313883299798795,0.052313883299798795,0.5845183244475295,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.052313883299798795,0.03610223642172524,0.052313883299798795,raboud_2026,16.37424547283702,961.2744183723482,1.1100166493907024,0.01890790470304506,0.060408641223786134,0.017033892882078634,15,15,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Begnins,5704,Nyon,-0.1328719314358594,-0.1328719314358594,0.8801009493195858,0.45292445018779404,314,FALSE,0,0.3343949044585987,0.3343949044585987,44,0.07547169811320754,0.07547169811320754,0.5186752397778586,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.07547169811320754,0.03343949044585987,0.07547169811320754,raboud_2026,23.69811320754717,961.2744183723482,1.1100166493907024,0.027365026798553314,0.0871497668743736,0.024652807517413555,22,21,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bogis-Bossey,5705,Nyon,0.03713454833086473,0.03713454833086473,2.0420231866471643,0.514299356045277,128,FALSE,0,0.2734375,0.2734375,22,0.08494208494208494,0.08494208494208494,0.5721985223230767,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.08494208494208494,0.02734375,0.08494208494208494,raboud_2026,10.872586872586872,961.2744183723482,1.1100166493907024,0.012554950199292,0.09808554843196875,0.011310596292572295,10,10,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Borex,5706,Nyon,0.13212309671784944,0.13212309671784944,0.8721771048954454,1.2076223631320746,224,FALSE,0,0.21875,0.21875,23,0.06845238095238096,0.06845238095238096,0.570788887141741,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.06845238095238096,0.021875000000000002,0.06845238095238096,raboud_2026,15.333333333333336,961.2744183723482,1.1100166493907024,0.017705927636643574,0.07904431980644452,0.01595104690219062,14,14,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bursinel,5852,Nyon,-1.96008183532379,-1.96008183532379,0.27688304509538353,0.14772978453325117,84,FALSE,0,0.15476190476190477,0.15476190476190477,11,0.07006369426751592,0.07006369426751592,0.5652019615735547,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.07006369426751592,0.015476190476190477,0.07006369426751592,raboud_2026,5.885350318471337,961.2744183723482,1.1100166493907024,0.0067960165340315674,0.08090495873847105,0.0061224455847234,6,6,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Bursins,5853,Nyon,0.5977403986652823,0.5977403986652823,1.3794899575452688,0.1499952186556888,176,FALSE,0,0.3522727272727273,0.3522727272727273,11,0.04365079365079365,0.04365079365079365,0.5478564772160633,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.04365079365079365,0.03522727272727273,0.04365079365079365,raboud_2026,7.682539682539682,961.2744183723482,1.1100166493907024,0.008871292935958062,0.05040507349976172,0.00799203592200855,7,7,report_gauche,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Burtigny,5854,Nyon,0.22580565549753048,0.22580565549753048,1.1709706432019886,-1.122418871683497,90,FALSE,0,0.16666666666666666,0.16666666666666666,7,0.050359712230215826,0.050359712230215826,0.5680936764709066,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.050359712230215826,0.016666666666666666,0.050359712230215826,raboud_2026,4.532374100719425,961.2744183723482,1.1100166493907024,0.005233688338013192,0.05815209264459102,0.004714963816881494,5,4,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Chavannes-de-Bogis,5707,Nyon,-2.18035162402152,-2.18035162402152,0.7591390694633748,-0.2121728189552952,183,FALSE,0,0.20765027322404372,0.20765027322404372,14,0.05054151624548736,0.05054151624548736,0.5177710091371991,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05054151624548736,0.020765027322404372,0.05054151624548736,raboud_2026,9.249097472924188,961.2744183723482,1.1100166493907024,0.010680251123469039,0.058362027997098574,0.00962170353870955,9,8,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Chavannes-des-Bois,5708,Nyon,-0.9231638557050043,-0.9231638557050043,0.8342520773924558,-0.18965335055039936,140,FALSE,0,0.22142857142857142,0.22142857142857142,5,0.020161290322580645,0.020161290322580645,0.5778770536537068,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.020161290322580645,0.022142857142857145,0.022142857142857145,reservoir_ps_verts,3.1,961.2744183723482,1.1100166493907024,0.003579676674364896,0.0255691191026064,0.0032248855693559294,3,3,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Chéserex,5709,Nyon,-1.5171708055943638,-1.5171708055943638,1.496522489623312,-0.07919255597373394,268,FALSE,0,0.26119402985074625,0.26119402985074625,23,0.05251141552511415,0.05251141552511415,0.5796903389560094,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05251141552511415,0.026119402985074626,0.05251141552511415,raboud_2026,14.073059360730593,961.2744183723482,1.1100166493907024,0.016250645913083825,0.060636738481656065,0.014640001951325634,13,13,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Coinsins,5710,Nyon,-1.8244854874926542,-1.8244854874926542,-0.2083718843359828,0.6838903295162724,109,FALSE,0,0.30275229357798167,0.30275229357798167,6,0.03592814371257485,0.03592814371257485,0.5503388802457074,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.03592814371257485,0.030275229357798167,0.03592814371257485,raboud_2026,3.9161676646706587,961.2744183723482,1.1100166493907024,0.004522133561975356,0.04148746387133354,0.004073933093217651,4,4,implantation,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Commugny,5711,Nyon,-0.9416492984913915,-0.9416492984913915,1.676999578459445,0.505195417584877,396,FALSE,0,0.2222222222222222,0.2222222222222222,29,0.0388739946380697,0.0388739946380697,0.5669185418719289,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.0388739946380697,0.022222222222222223,0.0388739946380697,raboud_2026,15.394101876675602,961.2744183723482,1.1100166493907024,0.017776099164752427,0.044889139304930374,0.016014263546866508,14,14,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Coppet,5712,Nyon,-1.3557976055423238,-1.3557976055423238,1.6218472776332518,0.4323613956595884,510,FALSE,0,0.2725490196078431,0.2725490196078431,24,0.026726057906458798,0.026726057906458798,0.5135704776968261,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.026726057906458798,0.02725490196078431,0.02725490196078431,reservoir_ps_verts,13.899999999999999,961.2744183723482,1.1100166493907024,0.01605080831408776,0.03147217316487796,0.014459970778724972,13,12,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Crans,5713,Nyon,-1.7369757577148097,-1.7369757577148097,1.444739458206996,0.18399140490855764,417,FALSE,0,0.19424460431654678,0.19424460431654678,28,0.03899721448467967,0.03899721448467967,0.5849882014438365,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.03899721448467967,0.01942446043165468,0.03899721448467967,raboud_2026,16.261838440111422,961.2744183723482,1.1100166493907024,0.0187781044343088,0.045031425501939566,0.01691695745700415,15,14,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Crassier,5714,Nyon,0.1519624059232466,0.1519624059232466,0.4580889597369501,0.6831308881266644,253,FALSE,0,0.15019762845849802,0.15019762845849802,31,0.08157894736842106,0.08157894736842106,0.5570754877329585,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.08157894736842106,0.015019762845849802,0.08157894736842106,raboud_2026,20.63947368421053,961.2744183723482,1.1100166493907024,0.023833110489850495,0.09420201774644463,0.0214709486591329,19,18,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Duillier,5715,Nyon,-0.4981321639591822,-0.4981321639591822,1.2982702927675087,0.39685692371096304,204,FALSE,0,0.21568627450980393,0.21568627450980393,16,0.04456824512534819,0.04456824512534819,0.583548080862052,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.04456824512534819,0.021568627450980395,0.04456824512534819,raboud_2026,9.09192200557103,961.2744183723482,1.1100166493907024,0.01049875520273791,0.05146448628793093,0.009458196152734076,9,8,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Dully,5855,Nyon,-1.609404973571417,-1.609404973571417,1.244594974777573,-1.0891468511697215,130,FALSE,0,0.2076923076923077,0.2076923076923077,7,0.03398058252427184,0.03398058252427184,0.5681458822990129,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.03398058252427184,0.020769230769230772,0.03398058252427184,raboud_2026,4.41747572815534,961.2744183723482,1.1100166493907024,0.005101011233435727,0.03923854794950559,0.004595436686680075,4,4,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Essertines-sur-Rolle,5856,Nyon,-1.6059931613958083,-1.6059931613958083,0.1582732117350048,0.2173241182677997,154,FALSE,0,0.24675324675324675,0.24675324675324675,11,0.04230769230769231,0.04230769230769231,0.6042647899466784,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.04230769230769231,0.024675324675324677,0.04230769230769231,raboud_2026,6.515384615384615,961.2744183723482,1.1100166493907024,0.007523538816841357,0.04885414816130752,0.006777861233857251,6,6,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Eysins,5716,Nyon,-0.2553995636501521,-0.2553995636501521,0.7910423729522902,0.9199731848849623,257,FALSE,0,0.311284046692607,0.311284046692607,37,0.07708333333333334,0.07708333333333334,0.5760895065240939,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.07708333333333334,0.0311284046692607,0.07708333333333334,raboud_2026,19.81041666666667,961.2744183723482,1.1100166493907024,0.022875769822940727,0.08901077752117013,0.0206084925262134,18,17,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Founex,5717,Nyon,-0.7729975644061224,-0.7729975644061224,1.3459606520861973,0.10421349319766418,517,FALSE,0,0.24758220502901354,0.24758220502901354,55,0.05595116988809766,0.05595116988809766,0.583780241054149,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05595116988809766,0.024758220502901357,0.05595116988809766,raboud_2026,28.92675483214649,961.2744183723482,1.1100166493907024,0.03340271920571188,0.06460874121027443,0.030092088460156808,27,25,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Genolier,5718,Nyon,-1.3650737036125902,-1.3650737036125902,1.3704398142359258,-0.1416784155062907,416,FALSE,0,0.21634615384615385,0.21634615384615385,16,0.02342606149341142,0.02342606149341142,0.6051336434109721,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.02342606149341142,0.021634615384615388,0.02342606149341142,raboud_2026,9.745241581259151,961.2744183723482,1.1100166493907024,0.011253165798220728,0.02705087932264598,0.010137835143641933,9,9,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Gilly,5857,Nyon,-1.335660847115875,-1.335660847115875,1.0760267307786915,-0.3905241402213712,277,FALSE,0,0.2527075812274368,0.2527075812274368,17,0.03917050691244239,0.03917050691244239,0.5731392482436372,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.03917050691244239,0.02527075812274368,0.03917050691244239,raboud_2026,10.850230414746543,961.2744183723482,1.1100166493907024,0.01252913442811379,0.045231532231457726,0.01128733918990417,10,10,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Gingins,5719,Nyon,-0.9529052049496569,-0.9529052049496569,1.0161537779067984,0.5815087706724413,240,FALSE,0,0.25833333333333336,0.25833333333333336,32,0.07655502392344497,0.07655502392344497,0.5855234322167671,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.07655502392344497,0.025833333333333337,0.07655502392344497,raboud_2026,18.373205741626794,961.2744183723482,1.1100166493907024,0.02121617291180923,0.0884007204658718,0.019113382599670888,17,16,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Givrins,5720,Nyon,0.2395852730938524,0.2395852730938524,1.67219343149742,0.14004701569155753,267,FALSE,0,0.2883895131086142,0.2883895131086142,22,0.05314009661835749,0.05314009661835749,0.6006840950314016,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05314009661835749,0.02883895131086142,0.05314009661835749,raboud_2026,14.18840579710145,961.2744183723482,1.1100166493907024,0.016383840412357333,0.061362698173622957,0.014759995195883379,13,13,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Gland,5721,Nyon,0.6154389740271478,0.6154389740271478,0.11038448196532419,0.3421770527845405,1783,FALSE,0,0.34324172742568704,0.34324172742568704,197,0.06024464831804281,0.06024464831804281,0.507280614609144,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.06024464831804281,0.03432417274256871,0.06024464831804281,raboud_2026,107.41620795107033,961.2744183723482,1.1100166493907024,0.12403719162941147,0.06956656849658524,0.1117435415923685,97,92,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Grens,5722,Nyon,2.127610241871655,2.127610241871655,1.2688970413368454,-0.7204438159609727,88,FALSE,0,0.3409090909090909,0.3409090909090909,12,0.0759493670886076,0.0759493670886076,0.5941821465077279,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.0759493670886076,0.03409090909090909,0.0759493670886076,raboud_2026,6.6835443037974684,961.2744183723482,1.1100166493907024,0.007717718595609086,0.08770134767737597,0.0069527953475701535,7,6,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
La Rippe,5726,Nyon,-0.32645314391358843,-0.32645314391358843,1.3595940440086187,0.10219393352275974,199,FALSE,0,0.271356783919598,0.271356783919598,21,0.05384615384615385,0.05384615384615385,0.5654000640171835,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05384615384615385,0.0271356783919598,0.05384615384615385,raboud_2026,10.715384615384616,961.2744183723482,1.1100166493907024,0.012373423343400249,0.06217800675075502,0.01114706103750077,10,10,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Le Vaud,5731,Nyon,5.03393081584671,5.03393081584671,-3.5262174195572125,4.968051772196007,301,FALSE,0,0.26578073089701,0.26578073089701,27,0.05410821643286573,0.05410821643286573,0.3713619473806225,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05410821643286573,0.026578073089701,0.05410821643286573,raboud_2026,16.286573146292586,961.2744183723482,1.1100166493907024,0.018806666450684278,0.062480619437489296,0.016942688617335083,15,14,mobilisation,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Longirod,5429,Nyon,0.28879444345282435,0.28879444345282435,-0.005490571498080018,-0.515412736965393,114,FALSE,0,0.2982456140350877,0.2982456140350877,15,0.07246376811594203,0.07246376811594203,0.5389123645777811,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.07246376811594203,0.02982456140350877,0.07246376811594203,raboud_2026,8.260869565217392,961.2744183723482,1.1100166493907024,0.009539110352445026,0.08367640660039496,0.00859366421006489,8,8,mobilisation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Luins,5858,Nyon,-2.4333612130620503,-2.4333612130620503,0.7169223807894222,-0.5777703358470719,106,FALSE,0,0.2358490566037736,0.2358490566037736,6,0.03296703296703297,0.03296703296703297,0.5530675251290669,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.03296703296703297,0.02358490566037736,0.03296703296703297,raboud_2026,3.4945054945054945,961.2744183723482,1.1100166493907024,0.004035225744232673,0.03806816739842144,0.003635283981053476,4,3,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Marchissy,5430,Nyon,-0.2289531191474321,-0.2289531191474321,0.9331261992154389,0.1176876752965861,112,FALSE,0,0.16964285714285715,0.16964285714285715,14,0.07291666666666667,0.07291666666666667,0.5696511996360062,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.07291666666666667,0.016964285714285716,0.07291666666666667,raboud_2026,8.166666666666668,961.2744183723482,1.1100166493907024,0.009430331023864513,0.08419938414164743,0.008495666284862395,8,7,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Mies,5723,Nyon,-0.8430263369748406,-0.8430263369748406,1.0979444727127876,0.7797578248025477,291,FALSE,0,0.3127147766323024,0.3127147766323024,29,0.06345733041575492,0.06345733041575492,0.5484241710229605,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.06345733041575492,0.03127147766323024,0.06345733041575492,raboud_2026,18.466083150984684,961.2744183723482,1.1100166493907024,0.021323421652407255,0.0732763630666916,0.019210001637463604,17,16,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Mont-sur-Rolle,5859,Nyon,-0.030791000823373233,-0.030791000823373233,0.5437405159417567,0.19746173449188062,429,FALSE,0,0.2634032634032634,0.2634032634032634,39,0.05446927374301676,0.05446927374301676,0.5267301841459946,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05446927374301676,0.026340326340326344,0.05446927374301676,raboud_2026,23.36731843575419,961.2744183723482,1.1100166493907024,0.0269830466925568,0.06289754473789463,0.024308686457422082,22,21,mobilisation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Nyon,5724,Nyon,3.242022257130385,3.242022257130385,0.6802451413374286,0.12993745733574247,2918,FALSE,0,0.429061000685401,0.429061000685401,421,0.08023632551934438,0.08023632551934438,0.48882496789083907,0.06,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.08023632551934438,0.0429061000685401,0.08023632551934438,raboud_2026,234.12959786544693,961.2744183723482,1.1100166493907024,0.2703575033088302,0.09265164609624063,0.2435616650049634,211,201,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Perroy,5860,Nyon,-1.0381673966928717,-1.0381673966928717,0.40594397664717075,0.4912609358462973,273,FALSE,0,0.2600732600732601,0.2600732600732601,30,0.05917159763313609,0.05917159763313609,0.5753901371617949,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05917159763313609,0.026007326007326012,0.05917159763313609,raboud_2026,16.153846153846153,961.2744183723482,1.1100166493907024,0.018653402025226504,0.06832747994588463,0.016804614629398144,15,14,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Prangins,5725,Nyon,1.0242008389505861,1.0242008389505861,1.2008386654520544,0.3803792063877311,711,FALSE,0,0.3530239099859353,0.3530239099859353,67,0.05259026687598116,0.05259026687598116,0.5907505550431509,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.05259026687598116,0.03530239099859353,0.05259026687598116,raboud_2026,37.391679748822604,961.2744183723482,1.1100166493907024,0.04317745929425243,0.06072779084986277,0.038898028527727856,34,33,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Rolle,5861,Nyon,1.4534150842958025,1.4534150842958025,0.5399792855375158,0.04054031028030196,891,FALSE,0,0.38608305274971944,0.38608305274971944,97,0.06190172303765156,0.06190172303765156,0.5038433255476943,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.06190172303765156,0.038608305274971944,0.06190172303765156,raboud_2026,55.15443522654754,961.2744183723482,1.1100166493907024,0.06368872428007799,0.07148004969705724,0.05737636846711919,50,48,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Saint-Cergue,5727,Nyon,0.49489755750444864,0.49489755750444864,-0.6615833606170957,-0.4778518640317744,316,FALSE,0,0.3575949367088608,0.3575949367088608,47,0.056490384615384616,0.056490384615384616,0.47271776596831294,NA,NA,0.0011547344110854503,0.05264757736032585,823,866,offensive,NA,0.056490384615384616,0.03575949367088608,0.056490384615384616,raboud_2026,17.85096153846154,961.2744183723482,1.1100166493907024,0.020613119559424412,0.06523139101083673,0.018570099440165272,17,16,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
