votation,date,positionnement_politique_oui,district,Communes,code_ofs,Electeurs_inscrits,Bulletins_rentres,Blancs,Nuls,Valables,OUI,OUI_perc,NON,NON_perc,particip_perc
init_avenir,30.11.25,gauche,Nyon,Vich,5732,660,313,11,0,302,64,21.19%,238,78.81%,47.42%
init_avenir,30.11.25,gauche,Nyon,Vinzel,5863,234,117,2,0,115,21,18.26%,94,81.74%,50.00%
init_avenir,30.11.25,gauche,Ouest lausannois,Bussigny,5624,5655,2253,36,0,2217,666,30.04%,1551,69.96%,39.84%
init_avenir,30.11.25,gauche,Ouest lausannois,Chavannes-près-Renens,5627,3648,1076,26,1,1049,423,40.32%,626,59.68%,29.50%
init_avenir,30.11.25,gauche,Ouest lausannois,Crissier,5583,4858,1742,42,3,1697,525,30.94%,1172,69.06%,35.86%
init_avenir,30.11.25,gauche,Ouest lausannois,Ecublens VD,5635,5728,2200,50,1,2149,635,29.55%,1514,70.45%,38.41%
init_avenir,30.11.25,gauche,Ouest lausannois,Prilly,5589,5951,2225,36,1,2188,853,38.99%,1335,61.01%,37.39%
init_avenir,30.11.25,gauche,Ouest lausannois,Renens VD,5591,8746,2737,60,11,2666,1102,41.34%,1564,58.66%,31.29%
init_avenir,30.11.25,gauche,Ouest lausannois,Saint-Sulpice,5648,2277,1188,20,0,1168,258,22.09%,910,77.91%,52.17%
init_avenir,30.11.25,gauche,Ouest lausannois,Villars-Sainte-Croix,5651,563,227,2,0,225,34,15.11%,191,84.89%,40.32%
init_avenir,30.11.25,gauche,Vevey,Blonay - Saint-Légier,5892,7741,3727,58,5,3664,804,21.94%,2860,78.06%,48.15%
init_avenir,30.11.25,gauche,Vevey,Chardonne,5882,2125,1030,18,0,1012,238,23.52%,774,76.48%,48.47%
init_avenir,30.11.25,gauche,Pays-d'Enhaut,Château-d'Oex,5841,2065,813,20,0,793,128,16.14%,665,83.86%,39.37%
init_avenir,30.11.25,gauche,Vevey,Corseaux,5883,1591,721,21,0,700,175,25.00%,525,75.00%,45.32%
init_avenir,30.11.25,gauche,Vevey,Corsier-sur-Vevey,5884,1927,819,10,0,809,246,30.41%,563,69.59%,42.50%
init_avenir,30.11.25,gauche,Vevey,Jongny,5885,1119,513,2,1,510,129,25.29%,381,74.71%,45.84%
init_avenir,30.11.25,gauche,Vevey,La Tour-de-Peilz,5889,7442,3482,77,0,3405,1086,31.89%,2319,68.11%,46.79%
init_avenir,30.11.25,gauche,Vevey,Montreux,5886,12336,4673,65,2,4606,1323,28.72%,3283,71.28%,37.88%
init_avenir,30.11.25,gauche,Pays-d'Enhaut,Rossinière,5842,339,125,1,0,124,34,27.42%,90,72.58%,36.87%
init_avenir,30.11.25,gauche,Pays-d'Enhaut,Rougemont,5843,443,170,1,0,169,17,10.06%,152,89.94%,38.37%
init_avenir,30.11.25,gauche,Vevey,Vevey,5890,10002,3723,76,1,3646,1670,45.80%,1976,54.20%,37.22%
init_avenir,30.11.25,gauche,Vevey,Veytaux,5891,508,205,0,0,205,46,22.44%,159,77.56%,40.35%
vdce_2026_eag,08.03.26,gauche,Morges,Aclens,5621,,180,0,0,180,16,8.89%,164,91.11%,
vdce_2026_eag,08.03.26,gauche,Aigle,Aigle,5401,,2360,0,0,2360,168,7.12%,2192,92.88%,
vdce_2026_eag,08.03.26,gauche,Yverdon,Arnex-sur-Orbe,5743,,258,0,0,258,12,4.65%,246,95.35%,
vdce_2026_eag,08.03.26,gauche,Nyon,Arzier - Le Muids,5702,,915,0,0,915,48,5.25%,867,94.75%,
vdce_2026_eag,08.03.26,gauche,Morges,Aubonne,5422,,1149,0,0,1149,78,6.79%,1071,93.21%,
vdce_2026_eag,08.03.26,gauche,Broye - Vully,Avenches,5451,,986,0,0,986,45,4.56%,941,95.44%,
vdce_2026_eag,08.03.26,gauche,Yverdon,Ballaigues,5744,,415,0,0,415,34,8.19%,381,91.81%,
vdce_2026_eag,08.03.26,gauche,Nyon,Bassins,5703,,474,0,0,474,26,5.49%,448,94.51%,
vdce_2026_eag,08.03.26,gauche,Nyon,Begnins,5704,,569,0,0,569,44,7.73%,525,92.27%,
vdce_2026_eag,08.03.26,gauche,Lavaux - Oron,Belmont-sur-Lausanne,5581,,1264,0,0,1264,61,4.83%,1203,95.17%,
vdce_2026_eag,08.03.26,gauche,Gros-de-Vaud,Bercher,5512,,453,0,0,453,14,3.09%,439,96.91%,
vdce_2026_eag,08.03.26,gauche,Morges,Berolle,5424,,115,0,0,115,8,6.96%,107,93.04%,
vdce_2026_eag,08.03.26,gauche,Aigle,Bex,5402,,2133,0,0,2133,176,8.25%,1957,91.75%,
vdce_2026_eag,08.03.26,gauche,Vevey,Blonay - Saint-Légier,5892,,4276,0,0,4276,173,4.05%,4103,95.95%,
vdce_2026_eag,08.03.26,gauche,Nyon,Bogis-Bossey,5705,,249,0,0,249,22,8.84%,227,91.16%,
vdce_2026_eag,08.03.26,gauche,Nyon,Borex,5706,,325,0,0,325,23,7.08%,302,92.92%,
vdce_2026_eag,08.03.26,gauche,Gros-de-Vaud,Boussens,5473,,360,0,0,360,14,3.89%,346,96.11%,
vdce_2026_eag,08.03.26,gauche,Yverdon,Bullet,5552,,327,0,0,327,10,3.06%,317,96.94%,
vdce_2026_eag,08.03.26,gauche,Nyon,Bursins,5853,,248,0,0,248,11,4.44%,237,95.56%,
vdce_2026_eag,08.03.26,gauche,Ouest lausannois,Bussigny,5624,,2574,0,0,2574,223,8.66%,2351,91.34%,
vdce_2026_eag,08.03.26,gauche,Yverdon,Champvent,5905,,271,0,0,271,14,5.17%,257,94.83%,
vdce_2026_eag,08.03.26,gauche,Vevey,Chardonne,5882,,1202,0,0,1202,82,6.82%,1120,93.18%,
vdce_2026_eag,08.03.26,gauche,Pays-d'Enhaut,Château-d'Oex,5841,,1063,0,0,1063,30,2.82%,1033,97.18%,
vdce_2026_eag,08.03.26,gauche,Nyon,Chavannes-de-Bogis,5707,,269,0,0,269,14,5.20%,255,94.80%,
vdce_2026_eag,08.03.26,gauche,Nyon,Chavannes-des-Bois,5708,,243,0,0,243,5,2.06%,238,97.94%,
vdce_2026_eag,08.03.26,gauche,Yverdon,Chavannes-le-Chêne,5907,,127,0,0,127,9,7.09%,118,92.91%,
vdce_2026_eag,08.03.26,gauche,Morges,Chavannes-le-Veyron,5475,,82,0,0,82,6,7.32%,76,92.68%,
vdce_2026_eag,08.03.26,gauche,Ouest lausannois,Chavannes-près-Renens,5627,,1353,0,0,1353,162,11.97%,1191,88.03%,
